index,category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_medium,image,showId,description_all,vader_scores,vader_polarity,vader_sentiment,sentiment,rating_description_score,synopsis,synopsis_nostopwords,unsuitable_ratio,unsuitable_ratio2,age_rating_numeric,cas48,cas911,cas1214,cas1517,diversity,similarity,similarity_scaled,diversity_scaled,recommender_score
77,Documentaries,Reggie Yates' Extreme - Russia: 1. Far Right & Proud,"BBC, iPlayer, TV, Reggie Yates Extreme, Russia: 1. Far Right & Proud",12,infrequent strong language,In 2014 Reggie Yates travelled to Moscow to meet some of Russias far right nationalists.,2.0,60 mins,3600,13 Apr 2015,"In the first of three programmes revealing the extreme side of Russia, Reggie Yates visits Moscow to get up close and personal with some of the country's far right nationalists.",https://ichef.bbci.co.uk/images/ic/1200x675/p06yd08l.jpg,78,"Reggie Yates' Extreme - Russia: 1. Far Right & ProudIn the first of three programmes revealing the extreme side of Russia, Reggie Yates visits Moscow to get up close and personal with some of the country's far right nationalists.In 2014 Reggie Yates travelled to Moscow to meet some of Russias far right nationalists.infrequent strong language","{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.5106}",0.5106,Positive,0.9984,0.9881,"Russia is the largest country on earth and home to nearly 150 million people. Vladimir Putin is well into his third term as president and, with the west imposing tough sanctions, relations are now the frostiest since the Cold War. Reggie Yates gets up close and personal with three very different communities in contemporary Russia. By living with them for a week, he explores what it's like for young people living here, 24 years after the fall of the Soviet Union.  In the first of three programmes revealing the extreme side of Russia, Reggie travels to Moscow to meet some of the country's most dangerous people - the nationalists. With Putin flexing his muscles and squaring up to the west, Reggie arrives in the Russian capital only days before a march in which thousands of ultra-nationalists take to the streets in a show of strength and unity. Reggie immerses himself into a world where patriotism and loving your country is becoming the norm, one with very dangerous consequences.He trains with knife-wielding far right nationalists, talks to the young artists who idolise Putin, and confronts teenage neo-Nazis who believe that if you're not white then you have no place in Russia. Reggie also meets the non-Russians who live in fear of persecution and hears horrific stories of those who have survived vicious racist attacks. And with the rise of the far right not just in Russia but across many other western countries, including the UK, Reggie asks if this is what can happen when you love your country too much.","russia largest country earth home nearly 150 million people. vladimir putin well third term president, west imposing tough sanction, relation frostiest since cold war. reggie yates get close personal three different community contemporary russia. living week, explores 's like young people living, 24 year fall soviet union. first three programme revealing extreme side russia, reggie travel moscow meet country 's dangerous people- nationalist. putin flexing muscle squaring west, reggie arrives russian capital day march thousand ultra-nationalists take street show strength unity. reggie immerses world patriotism loving country becoming norm, one dangerous consequences.he train knife-wielding far right nationalist, talk young artist idolise putin, confronts teenage neo-nazis believe 're white place russia. reggie also meet non-russians live fear persecution hears horrific story survived vicious racist attack. rise far right russia across many western country, including uk, reggie asks happen love country much.",-0.0,-0.3333333333333333,0.57,0.5183,0.5760383333333333,0.6546816666666666,0.73281,0.9910340903466978,0.0,0.0,0.8597461794736034,0.2865820598245345
129,Sports,Free Spirits,"BBC, iPlayer, TV, Free Spirits",U,clean,Team GB freestyle skiers and snowboarders prepare for the 2022 Winter Olympics.,,59 mins,3540,1 Feb 2022,"Documentary following a group of Team GB freestyle skiers and snowboarders as they prepare for the biggest sporting event of their lives, the 2022 Winter Olympics.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bkpmh0.jpg,130,"Free SpiritsDocumentary following a group of Team GB freestyle skiers and snowboarders as they prepare for the biggest sporting event of their lives, the 2022 Winter Olympics.Team GB freestyle skiers and snowboarders prepare for the 2022 Winter Olympics.clean","{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.6908}",0.6908,Positive,0.9987,0.9973,"Free Spirits follows a group of Team GB freestyle skiers and snowboarders around the world as they prepare for the biggest sporting event of their lives, the 2022 Winter Olympics. Will they make the start line in Beijing? In a sport where mistakes can have catastrophic consequences, nothing is certain. With unique and intimate access to the athletes and those closest to them, BBC Sport follows their story on and off the slopes in the build-up to the games. From the threadbare dry ski slopes of Sheffield to the Beijing mountains, this programme captures the extraordinary rise of these athletes from a country with no mountains to now competing alongside the world’s best.","free spirit follows group team gb freestyle skier snowboarder around world prepare biggest sporting event life, 2022 winter olympics. make start line beijing? sport mistake catastrophic consequence, nothing certain. unique intimate access athlete closest, bbc sport follows story slope build-up game. threadbare dry ski slope sheffield beijing mountain, programme capture extraordinary rise athlete country mountain competing alongside world ’ best.",-0.0,-0.0,1.0,0.6992,0.749065,0.7987949999999999,0.848455,0.989856909663163,0.003965125847540224,0.032591712273809,0.7922611296650217,0.2858148514042132
199,Signed,"Go Jetters - Series 3: 8. Middle of the World City, Ecuador","BBC, iPlayer, TV, Go Jetters, Series 3: 8. Middle of the World City, Ecuador",U,clean,Someone pretends to be the Go Jetters and glitches a monument in Ecuador. Who could it be?,3.0,11 mins,660,2 Sep 2019,Glitch is out to prove he’s just as good as the Go Jetters when he heads to Ecuador and moves the Monument to the Equator.,https://ichef.bbci.co.uk/images/ic/1200x675/p07pvwc6.jpg,200,"Go Jetters - Series 3: 8. Middle of the World City, EcuadorGlitch is out to prove he’s just as good as the Go Jetters when he heads to Ecuador and moves the Monument to the Equator.Someone pretends to be the Go Jetters and glitches a monument in Ecuador. Who could it be?clean","{'neg': 0.027, 'neu': 0.918, 'pos': 0.055, 'compound': 0.3612}",0.3612,Positive,0.9917,0.9973,"After hearing about how the Monument to the Equator in Ciudad Mitad del Mundo is in the wrong location, Glitch and his Glitchbots pretend to be the Go Jetters and move the monument onto the equator. But when things start to go wrong, Glitch must learn that some glitches are fine the way they are.","hearing monument equator ciudad mitad del mundo wrong location, glitch glitchbots pretend go jetters move monument onto equator. thing start go wrong, glitch must learn glitch fine way.",-0.0,-0.0,1.0,0.6978,0.747665,0.797395,0.847405,0.9895518296656569,0.004627379719061116,0.03803516815963282,0.7747715980109007,0.28361397811005545
163,Entertainment,The Rap Game UK - Extras: How To Build An Online Audience,"BBC, iPlayer, TV, The Rap Game UK, Extras: How To Build An Online Audience",12,mild language,Online rap personalities share secrets of how they were able to grow their audience.,2.0,5 mins,271,28 Sep 2019,Online personalities in the rap industry share some of the secrets of how they were able to grow their audience.,https://ichef.bbci.co.uk/images/ic/1200x675/p07pjm5q.jpg,164,The Rap Game UK - Extras: How To Build An Online AudienceOnline personalities in the rap industry share some of the secrets of how they were able to grow their audience.Online rap personalities share secrets of how they were able to grow their audience.mild language,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.5267}",0.5267,Positive,0.9987,-0.9949,Online personalities in the rap industry share some of the secrets of how they were able to grow their audience.,online personality rap industry share secret able grow audience.,-0.0,-0.5,0.57,0.09675999999999998,0.05951500000000001,-0.05597499999999994,-0.271145,0.9908747940798758,0.0,0.0,0.8506140924022105,0.28353803080073686
16,CBBC,Malory Towers - Series 2: 13. The Lost Treasure,"BBC, iPlayer, TV, Malory Towers, Series 2: 13. The Lost Treasure",U,clean,"Darrell and Sally make a dramatic discovery, but is it enough to save Malory Towers?",3.0,25 mins,1495,22 Nov 2021,"It’s the last day of school, and Miss Grayling is to sign away Malory Towers for ever! Will Darrell and Sally’s dramatic discovery save the school?",https://ichef.bbci.co.uk/images/ic/1200x675/p0b4k3ry.jpg,17,"Malory Towers - Series 2: 13. The Lost TreasureIt’s the last day of school, and Miss Grayling is to sign away Malory Towers for ever! Will Darrell and Sally’s dramatic discovery save the school?Darrell and Sally make a dramatic discovery, but is it enough to save Malory Towers?clean","{'neg': 0.057, 'neu': 0.808, 'pos': 0.136, 'compound': 0.7271}",0.7271,Positive,0.9722,0.9973,"It’s the last day of school, and Miss Grayling is to sign away Malory Towers for ever! Will Darrell and Sally’s dramatic discovery save the school?","’ last day school, miss grayling sign away malory tower ever! darrell sally ’ dramatic discovery save school?",-0.0,-0.0,1.0,0.6939,0.743765,0.793495,0.8444799999999999,0.9898557685536574,0.0035514468165335038,0.029191439881283796,0.7921957124925356,0.28352619741836776
213,Signed,Dani's House - Series 1: 13. House for Sale - Signed,"BBC, iPlayer, TV, Danis House, Series 1: 13. House for Sale",U,clean,The friends discover to their horror that Danis house is up for sale.,3.0,28 mins,1690,4:35pm 19 Dec 2008,Surreal sitcom. The friends discover to their horror that Dani's house is up for sale - at least if Max and a greedy estate agent have anything to do with it.,https://ichef.bbci.co.uk/images/ic/1200x675/p089jlnm.jpg,214,Dani's House - Series 1: 13. House for Sale - SignedSurreal sitcom. The friends discover to their horror that Dani's house is up for sale - at least if Max and a greedy estate agent have anything to do with it.The friends discover to their horror that Danis house is up for sale.clean,"{'neg': 0.162, 'neu': 0.735, 'pos': 0.104, 'compound': -0.5423}",-0.5423,Negative,0.9944,0.9973,"The friends discover to their horror that Dani's house is up for sale - at least if Max and his greedy mentor, estate agent Edgar Molloy, have anything to do with it. Can Dani scupper their plans or is this the end for Dani and her friends?","friend discover horror dani 's house sale- least max greedy mentor, estate agent edgar molloy, anything. dani scupper plan end dani friend?",-0.045454545454545456,-0.0,1.0,0.6915218181818181,0.7425231818181818,0.7933895454545454,0.844400909090909,0.9897868012141915,0.0037359326994519486,0.030707838362907667,0.7882419742056896,0.28321921697716834
50,Films,Shaun the Sheep: The Flight Before Christmas,"BBC, iPlayer, TV, Shaun the Sheep: The Flight Before Christmas",U,rude humour,"Its Christmas Eve at Mossy Bottom Farm, and Shaun has to rescue Timmy.",,30 mins,1799,2020,"It's Christmas Eve at Mossy Bottom Farm, but the seasonal excitement turns to dismay when Timmy inadvertently heads off to a Christmas market in the back of the farmer's truck.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b8xzqd.jpg,51,"Shaun the Sheep: The Flight Before ChristmasIt's Christmas Eve at Mossy Bottom Farm, but the seasonal excitement turns to dismay when Timmy inadvertently heads off to a Christmas market in the back of the farmer's truck.Its Christmas Eve at Mossy Bottom Farm, and Shaun has to rescue Timmy.rude humour","{'neg': 0.061, 'neu': 0.726, 'pos': 0.213, 'compound': 0.8807}",0.8807,Very positive,-0.9983,0.9824,"It's Christmas Eve at Mossy Bottom Farm, but Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings inadvertently leads to Timmy heading off to a Christmas market in the back of the farmer's truck. Shaun mounts a rescue mission to the local town.","'s christmas eve mossy bottom farm, shaun 's seasonal excitement turn dismay farmhouse raid get bigger stocking inadvertently lead timmy heading christmas market back farmer 's truck. shaun mount rescue mission local town.",-0.0,-0.5,1.0,0.22182,0.28344,0.34418,0.503955,0.9907400234400402,0.0,0.0,0.8428880028823542,0.2809626676274514
198,Signed,School of Roars - Series 1: 23. Monster Choir,"BBC, iPlayer, TV, School of Roars, Series 1: 23. Monster Choir",U,clean,"When he joins the school choir, Yummble discovers hes too tuneful to sing monster songs.",,7 mins,420,4:15pm 17 May 2017,Preschool animation. Yummble is very excited about performing with the school choir until he discovers he's too tuneful to sing monster songs.,https://ichef.bbci.co.uk/images/ic/1200x675/p052jflk.jpg,199,"School of Roars - Series 1: 23. Monster ChoirPreschool animation. Yummble is very excited about performing with the school choir until he discovers he's too tuneful to sing monster songs.When he joins the school choir, Yummble discovers hes too tuneful to sing monster songs.clean","{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.4005}",0.4005,Positive,-0.9735,0.9973,Yummble is very excited about performing with the school choir until he discovers he's too tuneful to sing monster songs. Can Wufflebump help Yummble find a new rhythm in time for his debut at the school concert?,yummble excited performing school choir discovers 's tuneful sing monster song. wufflebump help yummble find new rhythm time debut school concert?,-0.0,-0.0,1.0,0.30476,0.35462499999999997,0.4043549999999999,0.552625,0.9895617009034353,0.003706834626375462,0.03046866410668086,0.7753374932744421,0.27875827382926793
39,Films,Blind Ambition,"BBC, iPlayer, TV, Blind Ambition",12,"infrequent strong language, brief real violence",Myopic TV director Jamie O’Leary and blind comedian Jamie MacDonald meet blind artists.,2.0,59 mins,3549,10pm 1 Aug 2021,TV director Jamie O’Leary faces eye surgery that could lead to sight loss. He goes on a journey with blind comedian Jamie MacDonald to see how blind artists achieve their vision.,https://ichef.bbci.co.uk/images/ic/1200x675/p09qk3vf.jpg,40,"Blind AmbitionTV director Jamie O’Leary faces eye surgery that could lead to sight loss. He goes on a journey with blind comedian Jamie MacDonald to see how blind artists achieve their vision.Myopic TV director Jamie O’Leary and blind comedian Jamie MacDonald meet blind artists.infrequent strong language, brief real violence","{'neg': 0.3, 'neu': 0.572, 'pos': 0.128, 'compound': -0.886}",-0.886,Very negative,0.9988,-0.9765,"Jamie O’Leary has terrible sight, and is now facing eye surgery that could potentially lead to sight loss. A television director for almost 20 years, Jamie has produced groundbreaking programmes that take a fresh look at disability, as well as making popular travelogue shows with some of the UK’s funniest talent, including Karl Pilkington, Romesh Ranganathan and Katherine Ryan.At this pivotal point in his life, O’Leary wants to explore how people cope with sight loss and how blind artists achieve their creative vision of a world they see from a unique perspective. So he has hooked up with blind observational comedian Jamie MacDonald to bring light and shade to facing the condition. Together, they’re on a blind-leading-the-nearly-blind mission to uncover and collaborate with the best blind creative talent.","jamie ’ leary terrible sight, facing eye surgery could potentially lead sight loss. television director almost 20 year, jamie produced groundbreaking programme take fresh look disability, well making popular travelogue show uk ’ funniest talent, including karl pilkington, romesh ranganathan katherine ryan.at pivotal point life, ’ leary want explore people cope sight loss blind artist achieve creative vision world see unique perspective. hooked blind observational comedian jamie macdonald bring light shade facing condition. together, ’ blind-leading-the-nearly-blind mission uncover collaborate best blind creative talent.",-0.0,-0.16666666666666666,0.57,0.15045999999999998,0.10580166666666665,-0.01618166666666665,-0.23693000000000003,0.9906118236470252,0.0,0.0,0.8355386048348947,0.27851286827829824
238,Science & Nature,Forces of Nature with Brian Cox - 3. The Moth and the Flame,"BBC, iPlayer, TV, Forces of Nature with Brian Cox, 3. The Moth and the Flame",U,clean,Professor Brian Cox investigates the ingredients which are the building blocks of life.,1.0,58 mins,3501,18 Jul 2016,"Professor Brian Cox reveals how Earth's beauty is created by just a handful of forces. In this episode, he investigates the building blocks of life.",https://ichef.bbci.co.uk/images/ic/1200x675/p041fmxw.jpg,239,"Forces of Nature with Brian Cox - 3. The Moth and the FlameProfessor Brian Cox reveals how Earth's beauty is created by just a handful of forces. In this episode, he investigates the building blocks of life.Professor Brian Cox investigates the ingredients which are the building blocks of life.clean","{'neg': 0.072, 'neu': 0.817, 'pos': 0.11, 'compound': 0.4588}",0.4588,Positive,0.9988,0.9973,"Professor Brian Cox shows how Earth's basic ingredients, like the pure sulphur mined in the heart of a deadly volcano in Indonesia, have become the building blocks of life. Hidden deep in a cave in the Dominican Republic lies a magical world created by the same property of water that makes it essential to life. Clinging to a precipitous dam wall in Italy, baby mountain goats seek out Earth's chemical elements essential to their survival. In the middle of the night in a bay off Japan, Brian explains how the dazzling display of thousands of glowing squid shows how life has taken Earth's chemistry and turned it into the chemistry of life.","professor brian cox show earth 's basic ingredient, like pure sulphur mined heart deadly volcano indonesia, become building block life. hidden deep cave dominican republic lie magical world created property water make essential life. clinging precipitous dam wall italy, baby mountain goat seek earth 's chemical element essential survival. middle night bay japan, brian explains dazzling display thousand glowing squid show life taken earth 's chemistry turned chemistry life.",-0.0,-0.0,1.0,0.69922,0.749085,0.798815,0.8484700000000001,0.98949491348752,0.0036182908606160556,0.029740870576732668,0.7715087249700687,0.27699682204117804
132,Sports,"Athletics: World Indoor Championships - 2022: Day 2, Part 2","BBC, iPlayer, TV, Athletics: World Indoor Championships, 2022: Day 2, Part 2",U,clean,"All the action from an exciting afternoon session in Belgrade, Serbia.",,254 mins,15245,4:30pm 19 Mar 2022,"Jeanette Kwakye guides you through all the action from an exciting afternoon session as the World Athletics Indoor Championships continue in Belgrade, Serbia.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bwm32w.jpg,133,"Athletics: World Indoor Championships - 2022: Day 2, Part 2Jeanette Kwakye guides you through all the action from an exciting afternoon session as the World Athletics Indoor Championships continue in Belgrade, Serbia.All the action from an exciting afternoon session in Belgrade, Serbia.clean","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.9153}",0.9153,Very positive,0.9988,0.9973,"Jeanette Kwakye guides you through all the action from an exciting afternoon session as the World Athletics Indoor Championships continue in Belgrade, Serbia.China was due to host the 2020 edition of this event, but it was cancelled due to Covid-19, so this is the first World Indoors since Birmingham hosted it four years ago. Great Britain won seven medals on home soil, including gold for Andrew Pozzi in the 60m hurdles and Katarina Johnson-Thompson in the pentathlon.There are eight medals to be decided at the Stark Arena in a packed schedule, which includes the men’s and women’s 400m and the conclusion of the men’s heptathlon.","jeanette kwakye guide action exciting afternoon session world athletics indoor championship continue belgrade, serbia.china due host 2020 edition event, cancelled due covid-19, first world indoors since birmingham hosted four year ago. great britain seven medal home soil, including gold andrew pozzi 60m hurdle katarina johnson-thompson pentathlon.there eight medal decided stark arena packed schedule, includes men ’ woman ’ 400m conclusion men ’ heptathlon.",-0.0,-0.0,1.0,0.69922,0.749085,0.798815,0.8484700000000001,0.9894061959372256,0.003804925608086331,0.03127493184583959,0.7664227527108807,0.27632420546751996
189,Comedy,The Catherine Tate Show - Series 1: Episode 3,"BBC, iPlayer, TV, The Catherine Tate Show, Series 1: Episode 3",15,strong language,"Meet the Doncaster Spinners ageing majorette, the manipulative nan and an enigmatic cop.",3.0,29 mins,1735,10pm 1 Mar 2004,"Meet the Doncaster Spinners' ageing majorette, the manipulative nan and the enigmatic cop.",https://ichef.bbci.co.uk/images/ic/1200x675/p02jppv1.jpg,190,"The Catherine Tate Show - Series 1: Episode 3Meet the Doncaster Spinners' ageing majorette, the manipulative nan and the enigmatic cop.Meet the Doncaster Spinners ageing majorette, the manipulative nan and an enigmatic cop.strong language","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.9978,0.972,"Meet the Doncaster Spinners' ageing majorette, the manipulative nan and the enigmatic cop.","meet doncaster spinner' ageing majorette, manipulative nan enigmatic cop.",-0.0,-0.5,0.21,0.38196,0.44306,0.54226,0.64017,0.9904625435266875,0.0,0.0,0.8269807203084838,0.2756602401028279
113,From the Archives,Merlin - Series 2: 5. Beauty and the Beast - Part 1,"BBC, iPlayer, TV, Merlin, Series 2: 5. Beauty and the Beast - Part 1",12,moderate violence,"Uther is captivated by the beautiful Lady Catrina, who Merlin suspects to be a troll.",1.0,43 mins,2576,6:15pm 24 Oct 2009,"Fantasy drama. Uther is captivated by the beautiful Lady Catrina. His flirting appals Arthur, and Merlin is wary - he suspects her to be a troll.",https://ichef.bbci.co.uk/images/ic/1200x675/p07wx8x1.jpg,114,"Merlin - Series 2: 5. Beauty and the Beast - Part 1Fantasy drama. Uther is captivated by the beautiful Lady Catrina. His flirting appals Arthur, and Merlin is wary - he suspects her to be a troll.Uther is captivated by the beautiful Lady Catrina, who Merlin suspects to be a troll.moderate violence","{'neg': 0.136, 'neu': 0.58, 'pos': 0.284, 'compound': 0.8658}",0.8658,Very positive,0.9957,0.6249,"Uther is captivated by his latest guest, the beautiful Lady Catrina. Arthur is appalled by his father's flirting, but Merlin is wary for a different reason - he suspects she is really a troll! Catrina and her strange servant are welcomed into the heart of Camelot, and it is up to Merlin to prove she is a monster and save Uther from ruin. Unfortunately, Catrina has her sights set on a far greater prize than the king's heart - can Merlin overcome her powerful troll magic before it is too late?","uther captivated latest guest, beautiful lady catrina. arthur appalled father 's flirting, merlin wary different reason- suspect really troll! catrina strange servant welcomed heart camelot, merlin prove monster save uther ruin. unfortunately, catrina sight set far greater prize king 's heart- merlin overcome powerful troll magic late?",-0.0,-0.5,0.57,0.42012000000000005,0.463865,0.510355,0.538305,0.9904553275270668,0.0,0.0,0.8265670437160679,0.27552234790535596
27,Films,Apostasy,"BBC, iPlayer, TV, Apostasy",PG,"mild bad language, upsetting scenes",A member of a Jehovahs Witness congregation is challenged when her sister transgresses.,3.0,90 mins,5370,2015,"Drama. Alex, a faithful member of the Jehovah's Witness congregation in Oldham, is challenged when her sister transgresses and is barred from the faith.",https://ichef.bbci.co.uk/images/ic/1200x675/p08w4fgk.jpg,28,"ApostasyDrama. Alex, a faithful member of the Jehovah's Witness congregation in Oldham, is challenged when her sister transgresses and is barred from the faith.A member of a Jehovahs Witness congregation is challenged when her sister transgresses.mild bad language, upsetting scenes","{'neg': 0.208, 'neu': 0.728, 'pos': 0.064, 'compound': -0.6705}",-0.6705,Negative,0.9961,-0.9971,"Just turned 18, Alex, a faithful member of the Jehovah's Witness congregation in Oldham, is challenged when her sister transgresses and is barred from the faith.Part of the British Film Premiere season from BBC Film and the BFI.","turned 18, alex, faithful member jehovah 's witness congregation oldham, challenged sister transgresses barred faith.part british film premiere season bbc film bfi.",-0.0,-0.0,0.71,0.21280000000000002,0.16294500000000003,0.02773500000000001,-0.207135,0.9904330790388255,0.0,0.0,0.8252915892695825,0.27509719642319413
154,Entertainment,Strictly - It Takes Two - Series 19: Episode 25,"BBC, iPlayer, TV, Strictly - It Takes Two, Series 19: Episode 25",U,no material likely to offend or harm,Rylan has more Strictly exclusives ahead of the weekend�s Halloween extravaganza. ,3.0,29 mins,1743,6:30pm 29 Oct 2021,"Rylan is on hand with more Strictly exclusives ahead of the weekend�s Halloween extravaganza, and head judge Shirley Ballas stops by for a chat.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b1j1mc.jpg,155,"Strictly - It Takes Two - Series 19: Episode 25Rylan is on hand with more Strictly exclusives ahead of the weekend�s Halloween extravaganza, and head judge Shirley Ballas stops by for a chat.Rylan has more Strictly exclusives ahead of the weekend�s Halloween extravaganza. no material likely to offend or harm","{'neg': 0.174, 'neu': 0.768, 'pos': 0.059, 'compound': -0.6486}",-0.6486,Negative,0.9987,0.9854,Rylan is on hand with more Strictly exclusives ahead of the weekend�s Halloween extravaganza. Head judge Shirley Ballas stops by for a chat.  And we�re joined by a star-studded Friday Panel to discuss the couples' next dances.,rylan hand strictly exclusive ahead weekend�s halloween extravaganza. head judge shirley ballas stop chat. we�re joined star-studded friday panel discus couple' next dance.,-0.0,-0.0,1.0,0.69682,0.74609,0.79463,0.8425050000000001,0.990386247601506,0.0,0.0,0.8226068511284268,0.2742022837094756
191,Signed,MasterChef: The Professionals - Series 14: Episode 13 - Signed,"BBC, iPlayer, TV, MasterChef: The Professionals, Series 14: Episode 13",PG,language,Heat sevens Skills Test involves a prawn omelette and chicken kofte with cucumber salad.,3.0,29 mins,1725,7:30pm 29 Nov 2021,"Heat seven's Skills Test sees the four contenders preparing a prawn, avocado and pepper omelette and chicken kofte with flatbread and cucumber salad.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b6jm7d.jpg,192,"MasterChef: The Professionals - Series 14: Episode 13 - SignedHeat seven's Skills Test sees the four contenders preparing a prawn, avocado and pepper omelette and chicken kofte with flatbread and cucumber salad.Heat sevens Skills Test involves a prawn omelette and chicken kofte with cucumber salad.language","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.998,-0.9679,"Four professional chefs arrive for heat seven, aiming to make their mark in the MasterChef kitchen and to stake their claim to the coveted title. First, they face the infamous Skills Test. Two of the four face Marcus Wareing's test: they have 20 minutes to prepare a prawn, avocado and pepper omelette served with prawn oil. The other two are challenged by Monica Galetti to make chicken kofte served with flatbread and cucumber salad.","four professional chef arrive heat seven, aiming make mark masterchef kitchen stake claim coveted title. first, face infamous skill test. two four face marcus wareing 's test: 20 minute prepare prawn, avocado pepper omelette served prawn oil. two challenged monica galetti make chicken kofte served flatbread cucumber salad.",-0.0,-1.0,0.71,0.06902,0.04562499999999997,-0.06166499999999997,-0.26725,0.9903173021467968,0.0,0.0,0.8186543674441467,0.27288478914804887
235,Science & Nature,Born to Be Wild - Series 2: Episode 1,"BBC, iPlayer, TV, Born to Be Wild, Series 2: Episode 1",12,dangerous behaviour,A look behind the scenes at the Scottish SPCA’s National Wildlife Rescue Centre.,1.0,58 mins,3480,8pm 19 Jul 2021,"April helps hand-rear Padme the orphaned fox cub, while in the seal unit, Kaniz needs the help of specialist vet Romain to operate on a grey seal with a swollen flipper.",https://ichef.bbci.co.uk/images/ic/1200x675/p09tydh2.jpg,236,"Born to Be Wild - Series 2: Episode 1April helps hand-rear Padme the orphaned fox cub, while in the seal unit, Kaniz needs the help of specialist vet Romain to operate on a grey seal with a swollen flipper.A look behind the scenes at the Scottish SPCA’s National Wildlife Rescue Centre.dangerous behaviour","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.8316}",0.8316,Very positive,0.9966,-0.9987,"It’s the start of spring at the SSPCA Wildlife Rescue Centre – the place where orphaned and injured wild animals from all over Scotland find help from a dedicated team of vets and carers.Former wildlife assistant April has been newly promoted to the head of the large mammals section and, with the other team members, she anxiously awaits the influx of orphans that accompanies the arrival of March each year. The first orphans to arrive are nearly always fox cubs and this year is no different, with a lone cub soon arriving.The team decide on a Star Wars theme for this year’s fox names, and soon April is hand-rearing little Solo, with many others such as female cub Padme close behind. Solo thrives, but Padme manages to injure her leg trying to leap out of her enclosure. Luckily, specialist vet Romain is on hand to repair the damaged leg, and all the foxes are eventually returned to the wild.In the seal unit, Kaniz is confronted by a dilemma with grey seal Concentration, who appears to have an inflamed flipper. Once again it’s down to miracle-worker Romain to heal the seal with the help of specialist surgery and a hi-tech, heat-sensitive camera.","’ start spring sspca wildlife rescue centre – place orphaned injured wild animal scotland find help dedicated team vet carers.former wildlife assistant april newly promoted head large mammal section, team member, anxiously awaits influx orphan accompanies arrival march year. first orphan arrive nearly always fox cub year different, lone cub soon arriving.the team decide star war theme year ’ fox name, soon april hand-rearing little solo, many others female cub padme close behind. solo thrives, padme manages injure leg trying leap enclosure. luckily, specialist vet romain hand repair damaged leg, fox eventually returned wild.in seal unit, kaniz confronted dilemma grey seal concentration, appears inflamed flipper. ’ miracle-worker romain heal seal help specialist surgery hi-tech, heat-sensitive camera.",-0.008620689655172414,-0.0,0.57,0.16928689655172413,0.11956741379310346,-0.008587068965517197,-0.23650655172413798,0.9871939696026067,0.010808230180599806,0.08883923027404847,0.6396009262336335,0.2724264622605768
61,Films,Mystify: Michael Hutchence,"BBC, iPlayer, TV, Mystify: Michael Hutchence",12,"moderate sex references, depression","An intimate portrait of Michael Hutchence, lead singer of INXS.",1.0,97 mins,5834,9:20pm 28 Dec 2019,"A journey into the heart and soul of Michael Hutchence, internationally renowned lead-singer of INXS.",https://ichef.bbci.co.uk/images/ic/1200x675/p07ycgpr.jpg,62,"Mystify: Michael HutchenceA journey into the heart and soul of Michael Hutchence, internationally renowned lead-singer of INXS.An intimate portrait of Michael Hutchence, lead singer of INXS.moderate sex references, depression","{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative,0.9987,-0.9939,"A journey into the heart and soul of Michael Hutchence, internationally renowned lead-singer of INXS, a complex and shy man who spent the bulk of his life in the public eye, rarely revealing his true self to anyone except his very close friends. Rare archive footage and intimate insights from friends, lovers, family, colleagues and Michael Hutchence himself, portray his life from the beginning of his fractured family background to the peaks of rock stardom and down into the depths after a freak accident in Copenhagen removed his sense of taste and smell and seriously affected his ability to deal with his unravelling personal and professional life.A feature-length theatrical documentary written and directed by Richard Lowenstein, director of the majority of both INXS and Michael’s music videos and the 1986 feature film, Dogs in Space, in which Michael played the lead.","journey heart soul michael hutchence, internationally renowned lead-singer inxs, complex shy man spent bulk life public eye, rarely revealing true self anyone except close friend. rare archive footage intimate insight friend, lover, family, colleague michael hutchence, portray life beginning fractured family background peak rock stardom depth freak accident copenhagen removed sense taste smell seriously affected ability deal unravelling personal professional life.a feature-length theatrical documentary written directed richard lowenstein, director majority inxs michael ’ music video 1986 feature film, dog space, michael played lead.",-0.0,-0.5,0.57,0.09695999999999999,0.05976500000000001,-0.055624999999999925,-0.270645,0.9902835024231712,0.0,0.0,0.8167167073514392,0.2722389024504797
