index,category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_medium,image,showId,description_all,vader_scores,vader_polarity,vader_sentiment,sentiment,rating_description_score,synopsis,synopsis_nostopwords,unsuitable_ratio,unsuitable_ratio2,age_rating_numeric,cas48,cas911,cas1214,cas1517,diversity,similarity,similarity_scaled,diversity_scaled,recommender_score
103,From the Archives,Top Gear - Series 6: Episode 11,"BBC, iPlayer, TV, Top Gear, Series 6: Episode 11",15,"contains mild violence, language",Does a Lamborghini Murcielago roadster give the same kick as 12 angry bulls?,1.0,59 mins,3554,7 Aug 2005,The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls.,https://ichef.bbci.co.uk/images/ic/1200x675/p09t5q2w.jpg,104,"Top Gear - Series 6: Episode 11The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls.Does a Lamborghini Murcielago roadster give the same kick as 12 angry bulls?contains mild violence, language","{'neg': 0.24, 'neu': 0.719, 'pos': 0.04, 'compound': -0.872}",-0.872,Very negative,-0.9929,0.928,The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls the world's greatest power sliders grace the track and a look at the Ford F150 SVT Lightning pick-up. Timothy Spall is this week's 'Star in a Reasonably Priced Car'.,team find driving lamborghini murcielago roadster give kick 12 angry bull world 's greatest power slider grace track look ford f150 svt lightning pick-up. timothy spall week 's 'star reasonably priced car'.,-0.0,-0.25,0.21,0.012520000000000003,0.06517,0.15371999999999997,0.33831500000000003,0.9842202496145602,0.0,0.0,0.4691244273265056,0.1563748091088352
183,Comedy,Gavin & Stacey - Series 1: Episode 3,"BBC, iPlayer, TV, Gavin & Stacey, Series 1: Episode 3",15,"moderate sex references, drug misuse",Uncle Bryn agrees to drive the family to Essex to meet the Shipmans.,1.0,29 mins,1714,9pm 20 May 2007,"Uncle Bryn drives the family to Essex to meet the Shipmans, and all is going well until Gavin and Stacey make an announcement that throws all the bonhomie out the window.",https://ichef.bbci.co.uk/images/ic/1200x675/p089sct1.jpg,184,"Gavin & Stacey - Series 1: Episode 3Uncle Bryn drives the family to Essex to meet the Shipmans, and all is going well until Gavin and Stacey make an announcement that throws all the bonhomie out the window.Uncle Bryn agrees to drive the family to Essex to meet the Shipmans.moderate sex references, drug misuse","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4404}",0.4404,Positive,-0.9977,-0.9902,"Comedy series about the long-distance relationship of Essex boy Gavin and Welsh lass Stacey. After his initial angry reaction to Stacey's news, Uncle Bryn agrees to drive the family to Essex to meet the Shipmans. Pam lays on a cracking spread and the party goes with a bang. Then Gavin and Stacey make an announcement that throws the bonhomie out the window.","comedy series long-distance relationship essex boy gavin welsh lass stacey. initial angry reaction stacey 's news, uncle bryn agrees drive family essex meet shipmans. pam lay cracking spread party go bang. gavin stacey make announcement throw bonhomie window.",-0.0,-0.4,0.21,-0.39458,-0.43409000000000003,-0.53361,-0.632755,0.9841993455202926,0.0,0.0,0.4679260438815618,0.1559753479605206
187,Comedy,Keeping Up Appearances - Series 5: Episode 9,"BBC, iPlayer, TV, Keeping Up Appearances, Series 5: Episode 9",PG,contains very mild innuendo,"When Hyacinth decides that a new car is in order, she aims higher than most people.",1.0,30 mins,1800,8:30pm 29 Oct 1995,"Sitcom. When Hyacinth decides that a new car is in order, she aims rather higher than most people - much to Richard's horror.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b2b85p.jpg,188,"Keeping Up Appearances - Series 5: Episode 9Sitcom. When Hyacinth decides that a new car is in order, she aims rather higher than most people - much to Richard's horror.When Hyacinth decides that a new car is in order, she aims higher than most people.contains very mild innuendo","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.9908,-0.9969,"Sitcom. When Hyacinth decides that a new car is in order, she aims rather higher than most people - much to Richard's horror.","sitcom. hyacinth decides new car order, aim rather higher people- much richard 's horror.",-0.0,-0.0,0.71,0.21177999999999997,0.16193499999999997,0.02674500000000002,-0.20783000000000001,0.9841824740991586,0.0,0.0,0.4669588442736412,0.15565294809121374
179,Comedy,Fleabag - Series 1: Episode 1,"BBC, iPlayer, TV, Fleabag, Series 1: Episode 1",15,"very strong language, strong sex, sex references","Angry, pervy, outrageous and hilarious, Fleabag arrives with a bang.",3.0,26 mins,1562,21 Jul 2016,"Comedy. Angry, pervy, outrageous and hilarious, Fleabag arrives with a bang, as she spins through the city grasping at anyone and anything that might keep her head above water.",https://ichef.bbci.co.uk/images/ic/1200x675/p07l28yc.jpg,180,"Fleabag - Series 1: Episode 1Comedy. Angry, pervy, outrageous and hilarious, Fleabag arrives with a bang, as she spins through the city grasping at anyone and anything that might keep her head above water.Angry, pervy, outrageous and hilarious, Fleabag arrives with a bang.very strong language, strong sex, sex references","{'neg': 0.154, 'neu': 0.647, 'pos': 0.199, 'compound': 0.4019}",0.4019,Positive,0.9987,0.9895,"Angry, pervy, outrageous and hilarious, Fleabag arrives with a bang, as she spins through the city grasping at anyone and anything that might keep her head above water.","angry, pervy, outrageous hilarious, fleabag arrives bang, spin city grasping anyone anything might keep head water.",-0.0,-0.14285714285714285,0.21,0.4392114285714286,0.4922578571428572,0.5842792857142858,0.6758407142857144,0.9841237622636426,0.0,0.0,0.4635930303424658,0.15453101011415527
122,Sports,NIFL Premiership Highlights - 2021/2022: 03/01/2022,"BBC, iPlayer, TV, NIFL Premiership Highlights, 2021/2022: 03/01/2022",U,clean,Nicola McCarthy presents highlights from the Irish Premiership.,,29 mins,1748,11:15pm 3 Jan 2022,Nicola McCarthy presents highlights from the Irish Premiership.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bgc2tg.jpg,123,NIFL Premiership Highlights - 2021/2022: 03/01/2022Nicola McCarthy presents highlights from the Irish Premiership.Nicola McCarthy presents highlights from the Irish Premiership.clean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.9983,0.9973,Nicola McCarthy presents highlights from the latest round of league matches in the Irish Premiership.,nicola mccarthy present highlight latest round league match irish premiership.,-0.0,-0.0,1.0,0.69912,0.748985,0.798715,0.848395,0.9827731895823854,0.004682700697614231,0.03848988397069016,0.3861678177650063,0.15438252856879556
84,Documentaries,The Mating Game - Series 1: 4. Freshwater: Timing Is Everything,"BBC, iPlayer, TV, The Mating Game, Series 1: 4. Freshwater: Timing Is Everything",PG,animals mating,The cycle of freshwater triggers spectacular mating rituals and fierce competition.,,58 mins,3476,8pm 24 Oct 2021,"Freshwater is often the stage on which millions of animals gather to find a mate, and the cycle of freshwater is the trigger for spectacular mating rituals and fierce competition.",https://ichef.bbci.co.uk/images/ic/1200x675/p09z41sr.jpg,85,"The Mating Game - Series 1: 4. Freshwater: Timing Is EverythingFreshwater is often the stage on which millions of animals gather to find a mate, and the cycle of freshwater is the trigger for spectacular mating rituals and fierce competition.The cycle of freshwater triggers spectacular mating rituals and fierce competition.animals mating","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.9987,0.9957,"Freshwater covers only a tiny fraction of the earth’s surface, but it is a vital meeting place for many animals - the stage on which millions gather to find a mate. Yet with so little of it available, and often only briefly, the challenge for most individuals is how to overcome intense competition when your rivals are just as dependent on the precious freshwater for their success. Whether it is from melting ice, torrential rain or shrinking wetlands, the cycle of freshwater is the trigger for spectacular mating rituals and fierce combat.The start of the rains in South Africa triggers a violent battle between male giant African bullfrogs. Rare hooded grebes in Patagonia perform one of nature’s more comical dances to seduce their partner, and a male cichlid fish builds a home for his harem from old snail shells, but a sneaky dwarf has the last laugh there.The mating season for animals that live in freshwater is often determined by when is best for their new offspring - even if that moment is far from ideal for the parents. In the wetlands of Zambia, female lechwe antelope search for the strongest males while contending with drought, and in the Pantanal of Brazil at the end of the dry season, caimans congregate in huge numbers around the last remaining water to perform their spectacular displays.For all those dependent on the cycle of freshwater to breed, timing is everything.","freshwater cover tiny fraction earth ’ surface, vital meeting place many animal- stage million gather find mate. yet little available, often briefly, challenge individual overcome intense competition rival dependent precious freshwater success. whether melting ice, torrential rain shrinking wetland, cycle freshwater trigger spectacular mating ritual fierce combat.the start rain south africa trigger violent battle male giant african bullfrog. rare hooded grebe patagonia perform one nature ’ comical dance seduce partner, male cichlid fish build home harem old snail shell, sneaky dwarf last laugh there.the mating season animal live freshwater often determined best new offspring- even moment far ideal parent. wetland zambia, female lechwe antelope search strongest male contending drought, pantanal brazil end dry season, caiman congregate huge number around last remaining water perform spectacular displays.for dependent cycle freshwater breed, timing everything.",-0.0,-0.0,0.71,0.61188,0.661665,0.725735,0.789655,0.9840378297003398,0.0,0.0,0.4586667149553847,0.15288890498512822
82,Documentaries,We Are Black and British - Series 1: Episode 2,"BBC, iPlayer, TV, We Are Black and British, Series 1: Episode 2",12,"language, discrimination theme, drug references","The group tackle race at work, marrying in or out, and where mixed-race people fit in.",2.0,59 mins,3549,9pm 24 Feb 2022,"The other three members of the group reveal their stories as they tackle breaking down barriers at work, whether race matters when it comes to love and where mixed-race people fit into black identity.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bppz6x.jpg,83,"We Are Black and British - Series 1: Episode 2The other three members of the group reveal their stories as they tackle breaking down barriers at work, whether race matters when it comes to love and where mixed-race people fit into black identity.The group tackle race at work, marrying in or out, and where mixed-race people fit in.language, discrimination theme, drug references","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.8519}",0.8519,Very positive,0.9989,0.9857,"Six black Britons from very different backgrounds and viewpoints are coming together under one roof at a time when race and racism in the UK have sparked a nationwide discussion about what needs to change. They grapple with tough, unsettling and emotional questions about being black and British in search of a way forward. Each of them has a deeply personal story to share about an event that proved to be a seismic moment in their life. They confront their differences, hoping to find answers from each other and from those who are trying to change Britain.The most radical of the group, university professor Kehinde, set up Britain's first black studies degree. He believes it's time for a fundamental change to Britain. He has a revolutionary idea to reveal to the group which could prove divisive - black-only workplaces. Although recent years have seen black leaders taking the top jobs at some big companies, at the latest count, there wasn't a single black CEO in a FTSE 100 company. At the other end of the pay scale, however, black people are overrepresented in lower-paying jobs. The group meet someone who won one of the UK's biggest race discrimination payouts in recent years and debate whether taking companies to task or race-based quotas could be the way forward. One of the panel from last year's controversial race commission report also drops in to discuss whether or not racism is still the most significant barrier holding back progression for black people in Britain.29-year-old NHS doctor Raphel has matters of the heart on his mind.  He's at a stage in life where he's looking to settle down and feeling the pressure to marry within the black community, so he wants to ask the group whether race should matter when it comes to love. Black men in Britain marry outside their race far more than white and Asian men, but black women are statistically more likely than black men to be in same-race relationships. To find out more, some of the group head off for a night out at a diverse dating event in the West Midlands to meet other single people dealing with the same dilemma.Last to reveal her story is 34-year-old property and litigation contractor Lin with an extremely personal experience that is born from her mixed heritage. 1.2 million people in the UK are mixed-race, and the numbers are growing. Lin's experience of racism from both sides of her extended family has led her to question where mixed race people fit in when it comes to being black. It strikes a chord with many in the group, raising fundamental questions about what it means to be black.","six black briton different background viewpoint coming together one roof time race racism uk sparked nationwide discussion need change. grapple tough, unsettling emotional question black british search way forward. deeply personal story share event proved seismic moment life. confront difference, hoping find answer trying change britain.the radical group, university professor kehinde, set britain 's first black study degree. belief 's time fundamental change britain. revolutionary idea reveal group could prove divisive- black-only workplace. although recent year seen black leader taking top job big company, latest count, n't single black ceo ftse 100 company. end pay scale, however, black people overrepresented lower-paying job. group meet someone one uk 's biggest race discrimination payouts recent year debate whether taking company task race-based quota could way forward. one panel last year 's controversial race commission report also drop discus whether racism still significant barrier holding back progression black people britain.29-year-old nh doctor raphel matter heart mind. 's stage life 's looking settle feeling pressure marry within black community, want ask group whether race matter come love. black men britain marry outside race far white asian men, black woman statistically likely black men same-race relationship. find, group head night diverse dating event west midland meet single people dealing dilemma.last reveal story 34-year-old property litigation contractor lin extremely personal experience born mixed heritage. 1.2 million people uk mixed-race, number growing. lin 's experience racism side extended family led question mixed race people fit come black. strike chord many group, raising fundamental question mean black.",-0.0,-0.2,0.57,0.53792,0.592205,0.6672750000000001,0.7416849999999999,0.983904024946081,0.0,0.0,0.4509959974248616,0.15033199914162054
37,Films,A Lonely Place to Die,"BBC, iPlayer, TV, A Lonely Place to Die",15,"contains strong language, bloody violence",A group of mountaineers discover a Serbian girl held captive in the Scottish Highlands.,3.0,95 mins,5708,10pm 23 Jan 2021,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness.,https://ichef.bbci.co.uk/images/ic/1200x675/p094bkdv.jpg,38,"A Lonely Place to DieA group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness.A group of mountaineers discover a Serbian girl held captive in the Scottish Highlands.contains strong language, bloody violence","{'neg': 0.177, 'neu': 0.762, 'pos': 0.061, 'compound': -0.7351}",-0.7351,Negative,0.9957,0.981,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness.They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,group five mountaineer hiking climbing scottish highland discover young serbian girl buried small chamber wilderness.they become caught terrifying game cat mouse kidnapper try get girl safety.,-0.0,-0.2,0.21,0.42834000000000005,0.48239,0.57499,0.666855,0.9838832926912977,0.0,0.0,0.4498074651406867,0.14993582171356223
59,Films,Run,"BBC, iPlayer, TV, Run",15,"illness theme, threat, violence, drug references",An after-dark joyride drives a small-town fish worker to risk everything.,3.0,72 mins,4291,10pm 11 Dec 2021,"In the northern Scottish town of Fraserburgh, young men dream of escapism through late-night drag races.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b7k58r.jpg,60,"RunIn the northern Scottish town of Fraserburgh, young men dream of escapism through late-night drag races.An after-dark joyride drives a small-town fish worker to risk everything.illness theme, threat, violence, drug references","{'neg': 0.29, 'neu': 0.606, 'pos': 0.104, 'compound': -0.8126}",-0.8126,Very negative,0.9977,0.9824,"In the northern Scottish town of Fraserburgh, young men dream of escapism through late-night drag races. Finnie used to be one such lad, but now he works at the fish factory, and it's his son's turn to dream and race. Until one night when Finnie steals the boy's car for one last joyride. From BBC Films.","northern scottish town fraserburgh, young men dream escapism late-night drag race. finnie used one lad, work fish factory, 's son 's turn dream race. one night finnie steal boy 's car one last joyride. bbc film.",-0.0,-0.16666666666666666,0.21,0.4340200000000001,0.48730666666666667,0.5792133333333334,0.670355,0.9837521174828622,0.0,0.0,0.4422874933990997,0.14742916446636656
192,Signed,Strictly Come Dancing - Series 19: Week 3 Results - Signed,"BBC, iPlayer, TV, Strictly Come Dancing, Series 19: Week 3 Results",U,infrequent mild bad language,Two couples face each other in the Movie Week dance-off. ,3.0,50 mins,3000,7:10pm 10 Oct 2021,"Two couples face each other in the Movie Week dance-off, and there's a special performance by star of stage and screen Ben Platt.",https://ichef.bbci.co.uk/images/ic/1200x675/p09y97c1.jpg,193,"Strictly Come Dancing - Series 19: Week 3 Results - SignedTwo couples face each other in the Movie Week dance-off, and there's a special performance by star of stage and screen Ben Platt.Two couples face each other in the Movie Week dance-off. infrequent mild bad language","{'neg': 0.076, 'neu': 0.866, 'pos': 0.058, 'compound': -0.2023}",-0.2023,Neutral,0.9986,-0.9983,"Movie Week continues with a routine by the Strictly professionals inspired by 2021 film In the Heights. There is also a very special music performance from star of stage and screen Ben Platt, singing You Will Be Found from the movie Dear Evan Hansen. Two couples face each other in our Movie Week dance-off. Who will the judges save, and who will leave the competition this weekend?","movie week continues routine strictly professional inspired 2021 film height. also special music performance star stage screen ben platt, singing found movie dear evan hansen. two couple face movie week dance-off. judge save, leave competition weekend?",-0.0,-0.25,1.0,0.26255999999999996,0.218895,0.07531500000000002,-0.16810999999999998,0.9837497981684385,0.0,0.0,0.44215453245980285,0.1473848441532676
41,Films,Anne of Green Gables,"BBC, iPlayer, TV, Anne of Green Gables",PG,"mild threat, upsetting scenes",The story of a young orphan girl who is adopted by a pair of farmers.,1.0,74 mins,4466,1934,Adaptation of LM Montgomery's classic about a middle-aged brother and sister who apply to adopt a boy to help on their farm but are sent a girl instead.,https://ichef.bbci.co.uk/images/ic/1200x675/p08xzbfy.jpg,42,"Anne of Green GablesAdaptation of LM Montgomery's classic about a middle-aged brother and sister who apply to adopt a boy to help on their farm but are sent a girl instead.The story of a young orphan girl who is adopted by a pair of farmers.mild threat, upsetting scenes","{'neg': 0.172, 'neu': 0.765, 'pos': 0.063, 'compound': -0.8201}",-0.8201,Very negative,0.9969,-0.9923,"Adaptation of LM Montgomery's Canadian classic following the adventures of determined, imaginative optimist Anne Shirley. Middle-aged brother and sister Matthew and Marilla Cuthbert want some help on the farm so they decide to adopt a boy. However, the orphanage sends them a girl by mistake.","adaptation lm montgomery 's canadian classic following adventure determined, imaginative optimist anne shirley. middle-aged brother sister matthew marilla cuthbert want help farm decide adopt boy. however, orphanage sends girl mistake.",-0.0,-0.0,0.71,0.21391999999999997,0.16430499999999998,0.029575000000000018,-0.204615,0.9836650754275776,0.0,0.0,0.43729757339914954,0.14576585779971651
166,Comedy,Gavin & Stacey - Series 2: Episode 4,"BBC, iPlayer, TV, Gavin & Stacey, Series 2: Episode 4",15,"moderate sex references, drug misuse","Mick becomes a minor celebrity for the night, while Stacey and Gavin start house-hunting.",1.0,29 mins,1729,9pm 30 Mar 2008,"Comedy series. Mick becomes a minor celebrity while Stacey and Gavin go house-hunting. Nessa visits Stacey, and tensions between the newlyweds come to a head at the bowling alley.",https://ichef.bbci.co.uk/images/ic/1200x675/p089sd75.jpg,167,"Gavin & Stacey - Series 2: Episode 4Comedy series. Mick becomes a minor celebrity while Stacey and Gavin go house-hunting. Nessa visits Stacey, and tensions between the newlyweds come to a head at the bowling alley.Mick becomes a minor celebrity for the night, while Stacey and Gavin start house-hunting.moderate sex references, drug misuse","{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,0.9917,-0.9902,"Mick becomes a minor celebrity for the night, while Stacey and Gavin start house-hunting. Nessa visits Stacey and shows the others a thing or two at the bowling alley, but tensions between the newlyweds come to a head at the end of the night, leaving the embarrassed friends to take solace in some corn on the cobs.","mick becomes minor celebrity night, stacey gavin start house-hunting. nessa visit stacey show others thing two bowling alley, tension newlywed come head end night, leaving embarrassed friend take solace corn cob.",-0.0,-0.4,0.21,0.003300000000000025,-0.036209999999999964,-0.13573,-0.334345,0.9836449162863358,0.0,0.0,0.4361418963906587,0.14538063213021957
171,Comedy,The Fresh Prince of Bel-Air - Series 1: 25. Working It Out,"BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 1: 25. Working It Out",12,contains mild sex references,"Hilary has to go on a date with Wills best friend, Jazz.",2.0,22 mins,1342,1 Jan 2021,"To keep her new job as personal assistant to movie star Marissa Redman, Hilary has to accept a date with Will's best friend Jazz.",https://ichef.bbci.co.uk/images/ic/1200x675/p08z9zfn.jpg,172,"The Fresh Prince of Bel-Air - Series 1: 25. Working It OutTo keep her new job as personal assistant to movie star Marissa Redman, Hilary has to accept a date with Will's best friend Jazz.Hilary has to go on a date with Wills best friend, Jazz.contains mild sex references","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9623}",0.9623,Very positive,0.9942,-0.9711,"To keep her new job as personal assistant to a movie star, Hilary has to accept a date with Will's best friend, Jazz. Guest starring Queen Latifah.","keep new job personal assistant movie star, hilary accept date 's best friend, jazz. guest starring queen latifah.",-0.0,-0.25,0.57,0.13811999999999997,0.09581500000000001,-0.023544999999999983,-0.24117,0.9836312288571013,0.0,0.0,0.43535722768469043,0.1451190758948968
78,Documentaries,Big Cats - Series 1: Episode 1,"BBC, iPlayer, TV, Big Cats, Series 1: Episode 1",PG,scenes of animals hunting,"Meet the worlds ultimate cats, remarkable members of an incredible animal family.",,58 mins,3480,11 Jan 2018,"Documentary series uncovering the secret lives of cats. In Ruaha, Tanzania, lions form huge super prides in order to hunt giants.",https://ichef.bbci.co.uk/images/ic/1200x675/p08jjf8p.jpg,79,"Big Cats - Series 1: Episode 1Documentary series uncovering the secret lives of cats. In Ruaha, Tanzania, lions form huge super prides in order to hunt giants.Meet the worlds ultimate cats, remarkable members of an incredible animal family.scenes of animals hunting","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.8689}",0.8689,Very positive,0.9987,0.9961,"In Ruaha, Tanzania, lions form huge super prides in order to hunt giants. Amongst cats lions are unusual, the only one to live in groups. In numbers they find the strength and audacity to hunt the most formidable prey.In Sri Lanka a tiny rusty-spotted cat explores his forest home - 200 times smaller than a lion, the rusty-spotted is the smallest of all cats, but just as curious.The Canada lynx lives further north than any cat, relying on snowshoe hares to survive the bitterly cold winters. Until now, lynx were creatures of mystery, but now technology provides an insightinto their secret lives.Predators they may be, but cats are also tender, intelligent and emotional. Honey is an African leopard and a mother. For a decade she's worn a radio collar that has allowed scientists to follow her life's every twist and turn. Now in the worst drought in decades, she's battling to raise a cub.In the Himalayas, perhaps the world's most lonesome cat is searching for a mate - a male snow leopard, who may get just one chance to mate in his whole life.Cats are naturally secretive, elusive and cryptic animals. Only now have the latest developments in filming technology, and a surge in cat research, enabled us to bring the cat superstars out of the shadows.","ruaha, tanzania, lion form huge super pride order hunt giant. amongst cat lion unusual, one live group. number find strength audacity hunt formidable prey.in sri lanka tiny rusty-spotted cat explores forest home- 200 time smaller lion, rusty-spotted smallest cat, curious.the canada lynx life north cat, relying snowshoe hare survive bitterly cold winter., lynx creature mystery, technology provides insightinto secret lives.predators may, cat also tender, intelligent emotional. honey african leopard mother. decade 's worn radio collar allowed scientist follow life 's every twist turn. worst drought decade, 's battling raise cub.in himalaya, perhaps world 's lonesome cat searching mate- male snow leopard, may get one chance mate whole life.cats naturally secretive, elusive cryptic animal. latest development filming technology, surge cat research, enabled u bring cat superstar shadow.",-0.0,-0.0,0.71,0.6119600000000001,0.6617649999999999,0.725875,0.789855,0.9835884418709917,0.0,0.0,0.4329043485904691,0.14430144953015636
142,Entertainment,Would I Lie to You? - Series 15: Episode 1,"BBC, iPlayer, TV, Would I Lie to You?, Series 15: Episode 1",12,"contains mild language, sex references and innuendo","With guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.",3.0,29 mins,1736,8:30pm 7 Jan 2022,"Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bcrthn.jpg,143,"Would I Lie to You? - Series 15: Episode 1Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.With guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.contains mild language, sex references and innuendo","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.8555}",0.8555,Very positive,0.9932,0.9905,"Rob Brydon is back in the host�s chair for the award-winning comedy panel show, with Lee Mack and David Mitchell returning as team captains. Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.","rob brydon back host�s chair award-winning comedy panel show, lee mack david mitchell returning team captain. sorting fact fiction week guest john cooper clarke, judi love, chris mccausland caroline quentin.",-0.0,-0.14285714285714285,0.57,0.5463114285714286,0.5994078571428572,0.6735292857142857,0.7475157142857143,0.9834595479791403,0.0,0.0,0.4255151594597919,0.1418383864865973
99,From the Archives,Gossip Girl (2007-12) - Series 5: 17. The Princess Dowry,"BBC, iPlayer, TV, Gossip Girl (2007-12), Series 5: 17. The Princess Dowry",15,"infrequent moderate language, infrequent mild violence",Willian van de Woodsen returns to town.,3.0,40 mins,2400,2011,"Blair thinks a potential loophole may have been found in her pre-nuptial agreement. Meanwhile, a family crisis brings William van der Woodsen back to the Upper East Side.",https://ichef.bbci.co.uk/images/ic/1200x675/p09s4p6w.jpg,100,"Gossip Girl (2007-12) - Series 5: 17. The Princess DowryBlair thinks a potential loophole may have been found in her pre-nuptial agreement. Meanwhile, a family crisis brings William van der Woodsen back to the Upper East Side.Willian van de Woodsen returns to town.infrequent moderate language, infrequent mild violence","{'neg': 0.183, 'neu': 0.758, 'pos': 0.059, 'compound': -0.7717}",-0.7717,Very negative,-0.9562,-0.9906,"Blair thinks a potential loophole may have been found in her pre-nuptial agreement. Meanwhile, a family crisis brings William van der Woodsen back to the Upper East Side.","blair think potential loophole may found pre-nuptial agreement. meanwhile, family crisis brings william van der woodsen back upper east side.",-0.0,-0.16666666666666666,0.21,-0.35136,-0.39672333333333337,-0.5021166666666668,-0.60923,0.9831566835922431,0.0,0.0,0.408152643644776,0.13605088121492534
29,Films,Bill,"BBC, iPlayer, TV, Bill",PG,"mild bad language, sex references, violence",Bill Shakespeare (Matthew Baynton) leaves Stratford to follow his dream.,3.0,87 mins,5230,2015,"Family comedy from the performers of Horrible Histories. Young Bill Shakespeare leaves Stratford to follow his latest dream, to be a playwright in London.",https://ichef.bbci.co.uk/images/ic/1200x675/p07j6wv1.jpg,30,"BillFamily comedy from the performers of Horrible Histories. Young Bill Shakespeare leaves Stratford to follow his latest dream, to be a playwright in London.Bill Shakespeare (Matthew Baynton) leaves Stratford to follow his dream.mild bad language, sex references, violence","{'neg': 0.233, 'neu': 0.672, 'pos': 0.095, 'compound': -0.8225}",-0.8225,Very negative,0.9985,-0.9991,"1593. While King Philip of Spain plots to kill Queen Elizabeth of England, young Bill Shakespeare leaves Stratford to follow his latest dream, to be a playwright in London - despite the theatres being closed due to plague. Luckily the Queen desires a new play - unluckily she chooses creepy Lord Crawley to write it.","1593. king philip spain plot kill queen elizabeth england, young bill shakespeare leaf stratford follow latest dream, playwright london- despite theatre closed due plague. luckily queen desire new play- unluckily chooses creepy lord crawley write.",-0.02857142857142857,-0.3333333333333333,0.71,0.15859428571428574,0.11768690476190477,-0.00867547619047615,-0.23491785714285712,0.9831517862541612,0.0,0.0,0.4078718905632783,0.13595729685442612
139,Sports,NIFL Premiership Highlights - 2021/2022: 28/12/2021,"BBC, iPlayer, TV, NIFL Premiership Highlights, 2021/2022: 28/12/2021",U,clean,Nicola McCarthy presents highlights from the Irish Premiership.,,29 mins,1740,27 Dec 2021,Nicola McCarthy presents highlights from the Irish Premiership.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bgc2lm.jpg,140,NIFL Premiership Highlights - 2021/2022: 28/12/2021Nicola McCarthy presents highlights from the Irish Premiership.Nicola McCarthy presents highlights from the Irish Premiership.clean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.9983,0.9973,Nicola McCarthy presents highlights from the Irish Premiership.,nicola mccarthy present highlight irish premiership.,-0.0,-0.0,1.0,0.69912,0.748985,0.798715,0.848395,0.9817581873208088,0.00473831411622461,0.03894700351937656,0.3279800823252401,0.13529136312133108
